Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
766,Ziaire Williams\willizi02,SF,20,MEM,52,27,21.5,3.0,6.6,.459,1.2,3.8,.313,1.9,2.9,.651,.548,0.5,0.6,.788,0.4,1.6,2.0,0.9,0.5,0.2,0.6,1.8,7.8
767,D.J. Wilson\wilsodj01,PF,25,TOR,4,1,13.5,2.8,3.8,.733,0.0,0.5,.000,2.8,3.3,.846,.733,2.0,2.5,.800,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5
768,Dylan Windler\windldy01,SF,25,CLE,42,0,9.0,0.8,2.0,.398,0.5,1.4,.350,0.3,0.5,.522,.524,0.2,0.3,.818,0.4,1.3,1.7,0.6,0.3,0.1,0.3,0.9,2.3
769,Justise Winslow\winslju01,SF,25,TOT,47,10,16.3,2.3,5.4,.437,0.3,1.4,.234,2.0,4.0,.505,.466,0.8,1.4,.591,1.1,3.2,4.3,1.8,0.7,0.5,1.0,1.4,5.8
770,Justise Winslow\winslju01,SF,25,LAC,37,1,12.9,1.7,3.8,.447,0.1,0.8,.172,1.6,3.0,.518,.465,0.7,1.1,.610,0.8,2.8,3.6,1.4,0.6,0.5,1.0,1.2,4.2
771,Justise Winslow\winslju01,SF,25,POR,10,9,28.8,4.7,11.1,.423,1.0,3.5,.286,3.7,7.6,.487,.468,1.4,2.5,.560,2.0,4.7,6.7,3.2,1.4,0.7,1.2,2.1,11.8
772,Cassius Winston\winstca01,PG,23,WAS,5,0,5.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.4,2.0
773,Christian Wood\woodch01,C,26,HOU,65,64,31.0,6.6,13.1,.502,2.0,5.0,.395,4.6,8.1,.567,.577,3.1,4.9,.620,1.7,8.4,10.1,2.3,0.8,1.0,1.8,2.5,18.2
774,Robert Woodard II\woodaro01,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6
775,Delon Wright\wrighde01,SG,29,ATL,67,7,18.3,1.6,3.5,.451,0.5,1.4,.368,1.1,2.1,.507,.526,0.7,0.8,.855,0.6,2.2,2.8,2.4,1.1,0.2,0.6,0.7,4.4
776,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,3.0,0.7,1.0,.667,0.3,0.7,.500,0.3,0.3,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.3,1.7
777,Moses Wright\wrighmo01,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778,Thaddeus Young\youngth01,PF,33,TOT,42,1,15.5,2.6,5.0,.524,0.2,0.6,.360,2.4,4.5,.545,.545,0.4,0.9,.405,1.5,2.4,3.9,2.0,0.9,0.3,1.1,1.5,5.9
779,Thaddeus Young\youngth01,PF,33,SAS,26,1,14.2,2.8,4.9,.578,0.0,0.2,.000,2.8,4.7,.602,.578,0.4,0.8,.455,1.5,2.0,3.6,2.3,0.9,0.3,1.2,1.5,6.1
780,Thaddeus Young\youngth01,PF,33,TOR,16,0,17.4,2.3,5.3,.440,0.6,1.3,.450,1.8,4.0,.438,.494,0.3,0.9,.333,1.4,2.9,4.3,1.4,1.0,0.4,1.1,1.6,5.5
781,Trae Young\youngtr01,PG,23,ATL,66,66,34.9,9.3,20.4,.457,3.0,7.8,.384,6.3,12.5,.502,.530,6.6,7.3,.900,0.7,3.2,3.8,9.5,1.0,0.1,4.0,1.7,28.2
782,Omer Yurtseven\yurtsom01,C,23,MIA,50,11,12.6,2.4,4.5,.540,0.0,0.2,.125,2.4,4.3,.556,.542,0.7,1.1,.632,1.5,3.9,5.4,0.9,0.3,0.4,0.8,1.5,5.6
783,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
784,Ivica Zubac\zubaciv01,C,24,LAC,68,68,24.4,4.0,6.4,.624,0.0,0.0,,4.0,6.4,.624,.624,2.2,3.0,.734,2.8,5.6,8.4,1.5,0.5,1.0,1.6,2.6,10.2
