Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
527,RJ Nembhard Jr.\nembhrj01,SG,22,CLE,11,0,5.1,0.5,1.4,.400,0.0,0.2,.000,0.5,1.2,.462,.400,0.3,0.4,.750,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.2,1.4
528,Aaron Nesmith\nesmiaa01,SF,22,BOS,45,2,10.5,1.2,3.4,.366,0.5,2.1,.242,0.7,1.3,.569,.441,0.4,0.4,.842,0.3,1.4,1.7,0.4,0.3,0.1,0.6,1.2,3.4
529,Raul Neto\netora01,PG,29,WAS,62,18,20.8,3.0,6.7,.454,0.5,1.8,.286,2.5,4.9,.516,.493,1.2,1.6,.762,0.2,1.9,2.1,3.3,0.8,0.0,1.1,1.6,7.9
530,Malik Newman\newmama01,PG,24,CLE,1,0,8.0,3.0,5.0,.600,0.0,1.0,.000,3.0,4.0,.750,.600,2.0,2.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0
531,Georges Niang\niangge01,PF,28,PHI,67,7,23.5,3.4,7.8,.433,2.1,5.3,.398,1.3,2.5,.506,.567,0.7,0.8,.875,0.3,2.4,2.8,1.4,0.4,0.2,0.8,2.6,9.6
532,Daishen Nix\nixda01,SG,19,HOU,15,0,10.4,1.3,2.7,.500,0.3,0.9,.357,1.0,1.7,.577,.563,0.5,0.9,.615,0.2,1.1,1.3,1.6,0.7,0.0,1.0,0.6,3.5
533,Zeke Nnaji\nnajize01,PF,21,DEN,40,1,16.8,2.4,4.4,.537,0.9,1.9,.487,1.5,2.5,.574,.641,1.0,1.6,.613,1.4,2.3,3.6,0.4,0.4,0.3,0.6,1.9,6.6
534,Nerlens Noel\noelne01,C,27,NYK,25,11,22.5,1.3,2.4,.533,0.0,0.1,.000,1.3,2.3,.561,.533,0.8,1.2,.700,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4
535,Jaylen Nowell\nowelja01,SG,22,MIN,54,1,15.5,3.1,6.5,.479,0.9,2.4,.380,2.2,4.1,.536,.548,1.1,1.4,.773,0.4,1.7,2.1,2.2,0.4,0.1,0.5,1.2,8.2
536,Frank Ntilikina\ntilila01,PG,23,DAL,52,5,12.3,1.5,3.9,.384,0.7,2.0,.343,0.8,1.9,.429,.473,0.5,0.5,.960,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.0,4.2
537,Jusuf Nurkić\nurkiju01,C,27,POR,56,56,28.2,5.7,10.7,.535,0.3,1.0,.268,5.5,9.7,.563,.548,3.3,4.8,.690,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0
538,David Nwaba\nwabada01,SF,29,HOU,45,4,13.2,1.9,3.9,.483,0.3,1.1,.313,1.5,2.8,.548,.526,1.1,1.5,.716,0.9,2.4,3.3,0.8,0.6,0.4,0.5,1.2,5.1
539,Jordan Nwora\nworajo01,SF,23,MIL,56,11,19.0,3.0,7.3,.409,1.3,3.7,.353,1.7,3.6,.468,.499,0.4,0.5,.808,0.6,2.9,3.6,1.0,0.4,0.3,0.9,1.3,7.6
540,Royce O'Neale\onealro01,SF,28,UTA,68,68,31.4,2.8,5.8,.485,1.6,3.9,.408,1.2,1.8,.648,.624,0.6,0.8,.808,0.8,4.1,5.0,2.6,1.2,0.5,1.0,2.4,7.8
541,Semi Ojeleye\ojelese01,PF,27,TOT,29,0,13.6,1.0,3.2,.319,0.5,1.7,.313,0.5,1.6,.326,.399,0.7,0.9,.778,0.9,1.6,2.5,0.3,0.2,0.2,0.3,1.0,3.3
542,Semi Ojeleye\ojelese01,PF,27,MIL,20,0,15.4,0.9,3.5,.257,0.6,2.1,.268,0.4,1.5,.241,.336,0.5,0.7,.769,1.3,1.7,2.9,0.3,0.3,0.3,0.3,1.3,2.9
543,Semi Ojeleye\ojelese01,PF,27,LAC,9,0,9.4,1.3,2.7,.500,0.4,0.8,.571,0.9,1.9,.471,.583,1.2,1.6,.786,0.2,1.4,1.7,0.4,0.2,0.1,0.4,0.3,4.3
544,Chuma Okeke\okekech01,PF,23,ORL,61,12,24.3,3.0,7.9,.380,1.5,4.9,.309,1.5,3.0,.497,.476,0.8,1.0,.847,0.7,4.1,4.9,1.7,1.4,0.6,0.8,1.3,8.3
545,Josh Okogie\okogijo01,SG,23,MIN,42,6,10.9,0.8,2.1,.364,0.3,1.0,.286,0.5,1.1,.435,.432,0.6,1.0,.659,0.6,1.0,1.6,0.5,0.5,0.2,0.5,1.1,2.5
546,Onyeka Okongwu\okongon01,C,21,ATL,38,6,20.7,3.4,4.9,.697,0.0,0.0,,3.4,4.9,.697,.697,1.7,2.4,.733,2.4,3.2,5.6,1.0,0.6,1.3,0.9,3.2,8.6
547,Isaac Okoro\okorois01,SF,21,CLE,57,51,29.6,3.2,6.8,.474,0.9,2.5,.345,2.4,4.3,.551,.539,1.9,2.4,.794,1.1,2.0,3.1,1.8,0.8,0.3,1.0,2.5,9.2
548,KZ Okpala\okpalkz01,PF,22,MIA,21,0,11.6,1.4,3.3,.435,0.4,1.2,.346,1.0,2.0,.488,.500,0.4,0.5,.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7
549,Victor Oladipo\oladivi01,SG,29,MIA,4,0,16.3,2.3,5.0,.450,0.5,2.3,.222,1.8,2.8,.636,.500,0.5,0.8,.667,0.0,1.3,1.3,2.8,0.0,0.3,0.3,1.5,5.5
550,Cameron Oliver\oliveca01,SF,25,ATL,2,0,21.5,5.0,7.5,.667,0.5,1.5,.333,4.5,6.0,.750,.700,1.0,1.5,.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5,11.5
551,Kelly Olynyk\olynyke01,C,30,DET,34,1,19.1,3.1,7.3,.431,1.1,3.1,.346,2.1,4.2,.493,.504,1.6,2.1,.746,1.4,3.1,4.6,2.6,0.8,0.4,1.5,2.6,8.9
552,Eugene Omoruyi\omorueu01,SF,24,DAL,4,0,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,1.0,.500,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
553,Miye Oni\onimi01,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3
554,Cedi Osman\osmande01,SF,26,CLE,58,3,22.8,3.8,9.1,.425,2.0,5.7,.354,1.8,3.4,.543,.535,1.3,2.0,.649,0.4,1.8,2.2,2.1,0.9,0.1,1.0,1.9,11.0
555,Daniel Oturu\oturuda01,C,22,TOR,3,0,9.0,1.0,2.0,.500,0.0,0.3,.000,1.0,1.7,.600,.500,1.0,1.7,.600,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0
556,Kelly Oubre Jr.\oubreke01,SF,26,CHO,66,13,27.4,5.7,13.0,.435,2.7,7.7,.344,3.0,5.3,.567,.537,1.7,2.6,.669,1.1,3.0,4.0,1.2,1.1,0.5,1.0,2.6,15.7
557,Jaysean Paige\paigeja01,PG,27,DET,1,0,7.0,0.0,3.0,.000,0.0,2.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
558,Trayvon Palmer\palmetr01,SG,27,DET,1,0,17.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
559,Kevin Pangos\pangoke01,PG,29,CLE,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6
560,Jabari Parker\parkeja01,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4
561,Eric Paschall\pascher01,PF,25,UTA,51,1,12.8,1.9,3.9,.483,0.7,1.9,.374,1.2,2.0,.588,.575,1.2,1.5,.756,0.6,1.4,1.9,0.6,0.1,0.1,0.5,0.9,5.7
562,Chris Paul\paulch01,PG,36,PHO,58,58,33.0,5.6,11.5,.487,1.0,3.1,.330,4.6,8.4,.546,.532,2.7,3.2,.843,0.3,4.2,4.5,10.7,1.9,0.3,2.4,2.0,14.9
563,Cameron Payne\payneca01,PG,27,PHO,50,10,22.4,4.2,10.4,.408,1.3,3.7,.341,3.0,6.7,.445,.468,1.5,1.7,.839,0.4,2.6,3.0,4.8,0.7,0.3,1.9,2.0,11.2
564,Elfrid Payton\paytoel01,PG,27,PHO,46,1,11.2,1.3,3.5,.384,0.1,0.3,.250,1.2,3.1,.399,.396,0.3,0.7,.400,0.5,1.4,1.8,2.0,0.5,0.1,1.0,0.8,3.0
565,Gary Payton II\paytoga02,PG,29,GSW,61,14,16.9,2.9,4.8,.608,0.6,1.8,.364,2.3,3.0,.750,.675,0.5,0.9,.574,1.0,2.4,3.4,0.8,1.4,0.3,0.5,1.7,7.0
566,Norvel Pelle\pelleno01,C,28,UTA,3,0,6.3,1.0,1.7,.600,0.0,0.0,,1.0,1.7,.600,.600,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0
567,Reggie Perry\perryre01,PF,21,TOT,3,0,17.0,1.7,3.3,.500,0.3,0.7,.500,1.3,2.7,.500,.550,0.7,0.7,1.000,0.7,2.0,2.7,0.7,0.3,0.0,0.3,3.0,4.3
568,Reggie Perry\perryre01,PF,21,POR,2,0,20.5,2.0,4.5,.444,0.5,1.0,.500,1.5,3.5,.429,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.0,0.5,0.0,0.5,3.0,5.5
569,Reggie Perry\perryre01,PF,21,IND,1,0,10.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
570,Jamorko Pickett\pickeja01,PF,24,DET,9,0,9.9,0.8,2.7,.292,0.4,1.8,.250,0.3,0.9,.375,.375,0.0,0.0,,0.4,1.3,1.8,0.3,0.0,0.3,0.3,0.9,2.0
571,Theo Pinson\pinsoth01,SF,26,DAL,16,0,7.5,0.6,2.0,.281,0.4,1.6,.240,0.2,0.4,.429,.375,0.3,0.3,1.000,0.1,1.1,1.2,0.8,0.3,0.1,0.1,0.6,1.8
572,Mason Plumlee\plumlma01,C,31,CHO,63,63,25.0,2.8,4.5,.637,0.0,0.0,.000,2.8,4.4,.642,.637,0.9,2.4,.382,2.4,5.6,8.0,3.2,0.9,0.7,1.3,3.1,6.6
573,Jakob Poeltl\poeltja01,C,26,SAS,60,59,29.2,6.0,9.8,.615,0.0,0.0,1.000,6.0,9.7,.615,.616,1.4,2.9,.491,3.9,5.3,9.2,2.9,0.7,1.7,1.6,3.2,13.5
574,Aleksej Pokusevski\pokusal01,PF,20,OKC,56,7,19.0,2.9,7.2,.405,0.8,3.0,.271,2.1,4.1,.504,.463,0.5,0.7,.683,1.3,3.8,5.1,1.6,0.6,0.6,1.3,1.3,7.1
575,Yves Pons\ponsyv01,SF,22,MEM,8,0,3.6,0.3,0.5,.500,0.1,0.1,1.000,0.1,0.4,.333,.625,0.0,0.3,.000,0.4,0.4,0.8,0.0,0.0,0.0,0.0,0.3,0.6
576,Jordan Poole\poolejo01,SG,22,GSW,66,41,29.3,6.0,13.1,.456,2.6,7.1,.363,3.4,6.0,.566,.554,2.9,3.1,.917,0.4,2.7,3.1,3.6,0.8,0.3,2.3,2.6,17.4
577,Kevin Porter Jr.\porteke02,PG,21,HOU,51,51,30.5,4.9,12.3,.399,2.3,6.3,.370,2.6,6.0,.430,.494,1.9,3.2,.596,0.7,3.4,4.1,5.9,1.1,0.3,3.2,2.6,14.0
578,Michael Porter Jr.\portemi01,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9
579,Otto Porter Jr.\porteot01,PF,28,GSW,57,15,21.7,3.1,6.7,.466,1.3,3.5,.371,1.8,3.1,.573,.564,0.8,1.0,.804,1.3,4.3,5.6,1.5,1.1,0.5,0.6,1.3,8.3
580,Bobby Portis\portibo01,C,26,MIL,63,57,28.7,5.9,12.2,.480,1.9,4.9,.399,3.9,7.3,.535,.560,1.3,1.7,.752,2.5,6.6,9.1,1.2,0.8,0.8,1.3,2.5,15.0
581,Kristaps Porziņģis\porzikr01,PF,26,TOT,42,42,28.9,6.7,14.6,.456,1.4,4.8,.286,5.3,9.8,.540,.503,4.8,5.5,.871,2.0,5.7,7.7,2.1,0.7,1.7,1.5,2.7,19.5
582,Kristaps Porziņģis\porzikr01,PF,26,DAL,34,34,29.5,6.7,14.9,.451,1.4,5.1,.283,5.3,9.9,.537,.499,4.3,5.0,.865,1.9,5.8,7.7,2.0,0.7,1.7,1.6,2.6,19.2
583,Kristaps Porziņģis\porzikr01,PF,26,WAS,8,8,26.3,6.4,13.3,.481,1.1,3.8,.300,5.3,9.5,.553,.524,6.9,7.8,.887,2.4,5.4,7.8,2.5,0.5,1.6,1.4,3.0,20.8
584,Micah Potter\pottemi01,C,23,DET,3,0,10.3,1.7,3.7,.455,0.0,0.7,.000,1.7,3.0,.556,.455,0.7,0.7,1.000,1.3,1.7,3.0,0.0,0.3,0.3,0.3,1.3,4.0
585,Dwight Powell\poweldw01,C,30,DAL,72,61,21.5,3.1,4.7,.654,0.2,0.5,.361,2.9,4.2,.689,.673,1.9,2.4,.775,2.1,2.6,4.7,1.2,0.5,0.4,0.7,2.6,8.2
586,Myles Powell\powelmy01,PG,24,PHI,11,0,4.7,0.5,1.5,.294,0.1,0.5,.167,0.4,1.0,.364,.324,0.2,0.2,1.000,0.1,0.5,0.5,0.3,0.1,0.0,0.3,0.7,1.2
587,Norman Powell\powelno01,SF-SG,28,TOT,43,41,32.9,6.2,13.6,.457,2.3,5.7,.407,3.9,7.9,.493,.542,4.1,5.1,.807,0.5,2.8,3.3,2.2,1.0,0.4,1.6,2.3,18.8
588,Norman Powell\powelno01,SF,28,POR,40,39,33.3,6.2,13.6,.456,2.3,5.7,.406,3.9,7.8,.492,.542,4.0,5.0,.803,0.4,2.9,3.3,2.1,1.0,0.4,1.6,2.3,18.7
589,Norman Powell\powelno01,SG,28,LAC,3,2,26.7,6.7,14.0,.476,2.0,4.7,.429,4.7,9.3,.500,.548,5.7,6.7,.850,1.0,2.0,3.0,4.0,0.7,0.7,1.7,2.7,21.0
590,Joshua Primo\primojo01,SG,19,SAS,40,6,17.6,1.8,4.9,.369,0.8,2.6,.298,1.0,2.3,.451,.449,0.8,1.1,.762,0.7,1.6,2.3,1.4,0.4,0.5,1.0,1.5,5.2
591,Taurean Prince\princta02,PF,27,MIN,61,8,16.6,2.5,5.4,.455,1.2,3.2,.379,1.2,2.2,.567,.568,0.9,1.1,.757,0.3,2.1,2.5,1.0,0.7,0.3,0.8,1.5,7.0
592,Payton Pritchard\pritcpa01,SG,24,BOS,62,2,13.4,2.1,5.0,.420,1.3,3.2,.403,0.8,1.8,.450,.549,0.3,0.3,1.000,0.4,1.3,1.7,1.9,0.3,0.1,0.6,0.9,5.7
593,Trevelin Queen\queentr01,SG,24,HOU,10,0,7.4,1.5,3.3,.455,0.9,2.4,.375,0.6,0.9,.667,.591,0.4,0.4,1.000,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3
594,Neemias Queta\quetane01,C,22,SAC,10,0,5.6,0.9,2.3,.391,0.0,0.0,,0.9,2.3,.391,.391,0.3,0.5,.600,1.1,0.8,1.9,0.4,0.1,0.4,0.4,1.1,2.1
595,Immanuel Quickley\quickim01,PG,22,NYK,68,2,22.2,3.3,8.6,.386,1.6,4.7,.345,1.7,3.8,.437,.481,2.1,2.4,.901,0.4,2.5,2.9,3.1,0.6,0.0,1.3,2.2,10.4
596,Jahmi'us Ramsey\ramseja01,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2
597,Julius Randle\randlju01,PF,27,NYK,69,69,35.5,7.2,17.4,.413,1.7,5.4,.307,5.6,12.1,.460,.461,4.2,5.5,.767,1.8,8.3,10.0,5.1,0.7,0.6,3.4,2.8,20.3
598,Austin Reaves\reaveau01,SG,23,LAL,53,13,22.7,2.3,5.0,.471,0.9,2.7,.322,1.5,2.3,.650,.559,1.3,1.5,.850,0.6,2.2,2.8,1.5,0.4,0.4,0.6,1.5,6.8
599,Cam Reddish\reddica01,SF,22,TOT,49,7,20.7,3.4,8.3,.404,1.3,3.8,.359,2.0,4.6,.442,.485,2.1,2.3,.902,0.5,1.6,2.1,1.0,1.0,0.3,1.2,1.2,10.1
600,Cam Reddish\reddica01,SF,22,ATL,34,7,23.4,4.1,10.1,.402,1.7,4.5,.379,2.4,5.6,.421,.487,2.1,2.4,.900,0.6,1.9,2.5,1.1,1.0,0.3,1.3,1.3,11.9
601,Cam Reddish\reddica01,SF,22,NYK,15,0,14.3,1.8,4.3,.415,0.5,2.1,.258,1.3,2.3,.559,.477,1.9,2.1,.906,0.3,1.1,1.4,0.7,0.8,0.3,0.9,1.0,6.1
602,Davon Reed\reedda01,SG,26,DEN,39,5,13.7,1.6,3.3,.496,0.8,1.9,.438,0.8,1.4,.571,.620,0.2,0.3,.800,0.3,2.1,2.3,1.0,0.5,0.2,0.3,1.3,4.3
603,Paul Reed\reedpa01,C,22,PHI,32,2,7.7,1.0,2.1,.456,0.1,0.2,.333,0.9,1.9,.468,.471,0.1,0.3,.400,1.0,1.2,2.2,0.4,0.6,0.4,0.3,1.2,2.1
604,Naz Reid\reidna01,C,22,MIN,68,5,15.9,3.1,6.2,.493,0.7,2.1,.347,2.3,4.1,.568,.552,1.5,2.0,.765,1.4,2.6,4.0,0.9,0.5,1.0,1.0,2.1,8.4
605,Nick Richards\richani01,C,24,CHO,46,5,7.7,1.2,1.8,.671,0.0,0.0,,1.2,1.8,.671,.671,0.7,0.9,.698,0.7,1.1,1.8,0.3,0.2,0.4,0.5,1.1,3.1
606,Josh Richardson\richajo01,SG,28,TOT,55,5,24.3,3.4,7.8,.436,1.4,3.4,.413,2.0,4.4,.455,.527,1.4,1.6,.876,0.7,2.2,2.9,1.6,0.7,0.5,1.0,1.8,9.7
607,Josh Richardson\richajo01,SG,28,BOS,44,0,24.7,3.5,7.8,.443,1.4,3.5,.397,2.0,4.3,.481,.534,1.4,1.6,.859,0.6,2.3,2.8,1.5,0.8,0.5,0.9,1.9,9.7
608,Josh Richardson\richajo01,SG,28,SAS,11,5,22.8,3.3,8.0,.409,1.5,3.0,.485,1.8,5.0,.364,.500,1.5,1.6,.944,1.1,1.9,3.0,2.2,0.6,0.5,1.3,1.6,9.5
609,Austin Rivers\riverau01,SG,29,DEN,58,16,21.9,2.3,5.4,.425,1.3,3.6,.354,1.0,1.8,.566,.543,0.5,0.7,.711,0.3,1.4,1.7,1.4,0.8,0.1,0.8,1.8,6.4
610,Duncan Robinson\robindu01,SG,27,MIA,69,64,26.5,3.8,9.5,.400,3.0,8.1,.370,0.8,1.4,.571,.557,0.7,0.8,.842,0.3,2.4,2.7,1.6,0.5,0.2,0.8,2.6,11.3
611,Justin Robinson\robinju01,PG,24,TOT,25,0,12.2,1.1,3.7,.301,0.7,2.4,.295,0.4,1.3,.313,.398,0.2,0.3,.500,0.2,0.7,0.8,1.3,0.4,0.0,0.7,1.1,3.1
612,Justin Robinson\robinju01,PG,24,MIL,17,0,11.6,1.1,3.4,.316,0.6,2.2,.270,0.5,1.2,.400,.404,0.1,0.1,1.000,0.1,0.6,0.8,1.2,0.5,0.0,0.6,1.0,2.8
613,Justin Robinson\robinju01,PG,24,SAC,3,0,5.0,0.3,2.7,.125,0.0,1.0,.000,0.3,1.7,.200,.125,0.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.7,0.7
614,Justin Robinson\robinju01,PG,24,DET,5,0,18.2,1.8,5.6,.321,1.6,4.2,.381,0.2,1.4,.143,.464,0.4,1.2,.333,0.4,1.0,1.4,1.8,0.2,0.2,1.0,1.6,5.6
615,Mitchell Robinson\robinmi01,C,23,NYK,66,57,25.4,3.6,4.7,.763,0.0,0.0,,3.6,4.7,.763,.763,1.2,2.4,.484,4.0,4.6,8.6,0.5,0.8,1.8,0.8,2.7,8.4
616,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,36,23.0,2.7,6.6,.401,1.1,3.4,.333,1.5,3.2,.472,.486,0.7,1.0,.714,1.6,4.2,5.8,1.0,0.6,0.3,0.8,1.7,7.1
617,Isaiah Roby\robyis01,PF,23,OKC,35,18,18.6,3.0,6.0,.500,0.7,1.7,.393,2.3,4.3,.544,.557,1.4,1.9,.735,1.5,2.8,4.3,1.2,0.7,0.6,0.8,2.3,8.1
618,Rajon Rondo\rondora01,PG,35,TOT,35,1,18.1,1.8,4.7,.382,0.7,2.3,.329,1.1,2.5,.430,.461,0.5,0.7,.731,0.4,2.5,2.9,4.2,0.7,0.2,1.8,1.4,4.9
619,Rajon Rondo\rondora01,PG,35,LAL,18,0,16.1,1.3,3.9,.324,0.4,1.7,.267,0.8,2.3,.366,.380,0.1,0.1,.500,0.6,2.2,2.7,3.7,0.7,0.3,1.9,1.4,3.1
620,Rajon Rondo\rondora01,PG,35,CLE,17,1,20.4,2.4,5.5,.426,1.1,2.9,.367,1.3,2.6,.489,.521,1.1,1.4,.750,0.2,2.8,3.0,4.6,0.8,0.1,1.8,1.4,6.8
621,Derrick Rose\rosede01,PG,33,NYK,26,4,24.5,4.7,10.5,.445,1.4,3.5,.402,3.3,7.0,.467,.513,1.2,1.2,.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
622,Terrence Ross\rosste01,SG,30,ORL,60,0,23.2,3.5,8.9,.397,1.3,4.2,.298,2.3,4.7,.486,.467,1.8,2.1,.864,0.3,2.2,2.5,1.9,0.5,0.2,1.3,1.1,10.1
623,Terry Rozier\roziete01,SG,27,CHO,63,63,34.0,7.2,16.1,.446,3.2,8.3,.380,4.0,7.8,.516,.544,2.1,2.5,.840,0.8,3.6,4.3,4.4,1.3,0.4,1.4,1.6,19.6
624,Ricky Rubio\rubiori01,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1
625,D'Angelo Russell\russeda01,PG,25,MIN,58,58,32.1,6.3,15.3,.415,2.9,8.2,.349,3.5,7.1,.490,.508,3.0,3.6,.828,0.4,3.0,3.4,7.1,0.9,0.4,2.6,2.0,18.5
626,Domantas Sabonis\sabondo01,C-PF,25,TOT,62,61,34.5,7.1,12.5,.573,0.6,2.0,.312,6.5,10.5,.623,.598,4.0,5.4,.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9
627,Domantas Sabonis\sabondo01,C,25,IND,47,46,34.7,7.0,12.1,.580,0.7,2.3,.324,6.3,9.9,.639,.610,4.1,5.5,.740,3.3,8.8,12.1,5.0,1.0,0.5,3.0,3.1,18.9
628,Domantas Sabonis\sabondo01,PF,25,SAC,15,15,33.6,7.5,13.5,.554,0.3,1.1,.235,7.2,12.3,.584,.564,3.7,4.9,.743,3.1,9.3,12.3,5.8,0.9,0.3,3.5,3.8,18.9
629,Olivier Sarr\sarrol01,C,22,OKC,15,2,15.4,1.7,3.3,.531,0.3,0.9,.385,1.4,2.4,.583,.582,0.6,0.8,.750,1.4,2.1,3.5,0.6,0.2,0.5,0.9,2.1,4.4
630,Tomáš Satoranský\satorto01,SG,30,TOT,44,3,15.0,1.1,3.2,.355,0.2,1.0,.214,0.9,2.3,.414,.387,0.8,1.0,.810,0.5,1.5,2.0,2.3,0.5,0.1,0.7,1.1,3.3
631,Tomáš Satoranský\satorto01,SG,30,NOP,32,3,15.0,1.0,3.3,.299,0.2,1.0,.161,0.8,2.4,.355,.322,0.6,0.8,.760,0.6,1.4,2.0,2.4,0.4,0.0,0.7,1.0,2.8
632,Tomáš Satoranský\satorto01,SG,30,SAS,1,0,9.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,3.0,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
633,Tomáš Satoranský\satorto01,SG,30,WAS,11,0,15.5,1.6,3.1,.529,0.4,1.0,.364,1.3,2.1,.609,.588,1.1,1.2,.923,0.4,1.8,2.2,2.5,0.8,0.3,0.8,1.5,4.7
634,Jordan Schakel\schakjo01,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
635,Admiral Schofield\schofad01,SF,24,ORL,32,1,10.9,1.2,2.8,.443,0.5,1.6,.308,0.7,1.1,.639,.534,0.3,0.4,.750,0.4,1.7,2.0,0.6,0.1,0.2,0.5,1.3,3.2
636,Dennis Schröder\schrode01,SG-PG,28,TOT,61,29,28.9,4.9,11.5,.429,1.3,4.0,.340,3.6,7.6,.475,.487,2.4,2.9,.846,0.6,2.9,3.4,4.7,0.8,0.1,2.2,2.4,13.6
637,Dennis Schröder\schrode01,SG,28,BOS,49,25,29.2,5.2,11.9,.440,1.4,3.9,.349,3.9,8.0,.485,.497,2.5,3.0,.848,0.6,2.8,3.3,4.2,0.8,0.1,2.1,2.4,14.4
638,Dennis Schröder\schrode01,PG,28,HOU,12,4,27.7,3.7,9.8,.373,1.3,4.1,.306,2.4,5.8,.420,.436,2.1,2.5,.833,0.5,3.3,3.8,6.3,0.4,0.1,2.6,2.8,10.7
639,Tre Scott\scotttr01,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
640,Jay Scrubb\scrubja01,SG,21,LAC,18,0,6.7,1.0,2.6,.391,0.3,1.2,.286,0.7,1.4,.480,.457,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.2,0.4,0.5,2.7
641,Wayne Selden\seldewa01,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
642,Alperen Şengün\sengual01,C,19,HOU,64,8,19.6,3.3,6.9,.471,0.4,1.5,.245,2.9,5.4,.532,.497,2.2,3.2,.696,1.8,3.4,5.1,2.4,0.8,1.0,2.0,2.9,9.1
643,Collin Sexton\sextoco01,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
644,Landry Shamet\shamela01,SG,24,PHO,59,11,20.7,2.6,6.7,.382,1.7,4.7,.372,0.8,2.1,.405,.511,1.1,1.3,.842,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.0
645,Day'Ron Sharpe\sharpda01,PF,20,BRK,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2
